Key;English;;;;;;;;;;;;;
sarawak_protectorate_title;在沙捞越建立保护国;;;;;;;;;;;;;
sarawak_protectorate_desc;沙捞越的所谓“白色大君（White Rajah）”王朝自从奠基之日起就与英国保持着千丝万缕的联系，现在在东印度的这个王国和平地建立一个保护国的可能性已经浮上水面。;;;;;;;;;;;;;
sulu_protectorate_title;在苏禄建立保护国;;;;;;;;;;;;;
sulu_protectorate_desc;苏禄苏丹国长年来一直与西班牙保持着紧密的联系，现在在东印度的这个国家建立保护国的可能性已经浮上水面。;;;;;;;;;;;;;
annex_lan_na_title;吞并兰纳;;;;;;;;;;;;;
annex_lan_na_desc;兰纳王国必须与暹罗合并，这样我们两国才能共同抵抗帝国主义的控制。;;;;;;;;;;;;;
flores_sale_title;出售弗洛雷斯;;;;;;;;;;;;;
flores_sale_desc;印度尼西亚的岛屿对我们来说缺乏价值，但是或许对相邻的位于帝汶的殖民体系而言是另一回事。我们应该考虑将其卖个好价钱。;;;;;;;;;;;;;
north_borneo_company_title;北婆罗洲公司;;;;;;;;;;;;;
north_borneo_company_desc;我们在过去给了几个公司在婆罗洲北部沿海港口的贸易特许权——这些特权最近都落入了伦敦的阿尔弗雷德·丹特手中。我们说不定可以与他安排一次新的协商以将这些权利合并为一个殖民特许状。考虑到当地苏丹们对该地区的控制混乱不堪，他们的控制区域也相互争议颇多，我们最好还是建立一个英属北婆罗洲公司来维持通商，而不是从原住民手中强行攫取这些土地。;;;;;;;;;;;;;
unite_malaya_title;统一马来西亚;;;;;;;;;;;;;
unite_malaya_desc;我们必须让东印度群岛所有的马来族人民团结到同一面旗帜下。打倒帝国主义！;;;;;;;;;;;;;
create_malaya_title;创建马来西亚;;;;;;;;;;;;;
create_malaya_desc;一个统一、文明的马来民族的联邦，将成为我国强有力的同盟。;;;;;;;;;;;;;
appoint_von_bismarck_title;任命奥托·冯·俾斯麦;;;;;;;;;;;;;
appoint_von_bismarck_desc;我国需要一位强力的政治家做总理，而现在正有这样的一位人物。钦定奥托·冯·俾斯麦作为我国首相，他的领导将使我国在世界舞台独领风骚。;;;;;;;;;;;;;
otto_von_bismarck;奥托·冯·俾斯麦;;;;;;;;;;;;;
otto_von_bismarck_desc;我国目前的总理——冯·俾斯麦是一位卓越的政治家，或许还是我国有史以来最出色的的一位。;;;;;;;;;;;;;
reclaim_alsace_lorraine_title;重新宣称阿尔萨斯-洛林;;;;;;;;;;;;;
reclaim_alsace_lorraine_desc;由于与我国相邻的阿尔萨斯-洛林地区居住着我们的德意志子民，这一地区理应归属于德国。虽然我们已放弃了对其的宣称权，但或许我们现在应该重新确立宣称权并解放当地的德意志人民？;;;;;;;;;;;;;
purchase_spanish_pacific_title;购买西属太平洋群岛;;;;;;;;;;;;;
purchase_spanish_pacific_desc;西班牙失去了他们在马尼拉的殖民基地后，他们对太平洋领地的管理逐渐成为沉重的负担。考虑到我国政府有兴趣取得在太平洋的立足点，我们或许应该与他们接洽以表明我们有意购买这些岛屿。;;;;;;;;;;;;;
reclaim_poland_GER_title;光复波兰;;;;;;;;;;;;;
reclaim_poland_GER_desc;波兰的土地被从祖国父亲手中无理强夺，现在是时候以德意志之名收复这些土地了！;;;;;;;;;;;;;
league_of_three_emperors_title;三皇同盟;;;;;;;;;;;;;
league_of_three_emperors_desc;在击败拿破仑后，普鲁士、奥地利与俄罗斯之间曾经建立过一个神圣同盟。或许是重建它的时候了，三位君主是不是应该站在同一阵线上以抵抗欧洲的革命浪潮呢？;;;;;;;;;;;;;
league_of_three_emperors2_title;三皇同盟;;;;;;;;;;;;;
league_of_three_emperors2_desc;在击败拿破仑后，普鲁士、奥地利与俄罗斯之间曾经建立过一个神圣同盟。或许是重建它的时候了，三位君主是不是应该站在同一阵线上以抵抗欧洲的革命浪潮呢？;;;;;;;;;;;;;
annex_new_caledonia_title;吞并新喀里多尼亚;;;;;;;;;;;;;
annex_new_caledonia_desc;法国政府目前有兴趣建立一个流放地，反对君主的敌人将可以被送到那里，远离于国内的政治活动，他们将变得对我们毫无危险。海军上将费夫里耶·德潘特报告说一座位于澳大利亚近岸的名叫新喀里多尼亚的岛正符合要求。英国人已经将澳大利亚用于相同的目的，谁会反对我们做一样的事呢？;;;;;;;;;;;;;
claim_savoy_title;宣称萨伏伊主权;;;;;;;;;;;;;
claim_savoy_desc;随着意大利的统一，我们通过外交途径收回萨伏伊的尝试变得越发希望渺茫。我们必须宣称萨伏伊的主权，用武力解放生活在那里的法国人民。;;;;;;;;;;;;;
french_language_schooling_title;法语教育;;;;;;;;;;;;;
french_language_schooling_desc;茹费里总理提出了一个法案——全国各地的学校都应该施行免费义务教育，而且这些学校都应该将法语作为唯一的教学语言。为了保证法国的民族团结，奥克语和其他方言都应该被消灭。“只有这样，”他说道，“才能给予我们国家足以走向现代化的力量。”;;;;;;;;;;;;;
french_cultural_unity;法兰西民族融合;;;;;;;;;;;;;
french_cultural_unity_desc;新的教育政策正在逐渐同化说方言的法国人。;;;;;;;;;;;;;
accademia_della_crusca_title;秕糠学会;;;;;;;;;;;;;
accademia_della_crusca_desc;秕糠学会是最负盛名的意大利语学习中心，此学会将十分感激陛下对推动意大利文学发展的经济援助...当然作为回报会在主厅的墙上装点几幅新的油画。;;;;;;;;;;;;;
plombieres_title;普隆比埃尔协定;;;;;;;;;;;;;
plombieres_desc;我们将会寻求法国人的帮助以将奥地利赶出意大利。;;;;;;;;;;;;;
garibaldi_redshirts_title;千人远征;;;;;;;;;;;;;
garibaldi_redshirts_desc;革命领袖朱塞佩·加里波第已经号召意大利人民以统一之名拿起武器。一支加里波底领导下的志愿军将推翻南方的政府，将波旁家留下的污点永远清除出半岛。;;;;;;;;;;;;;
war_italian_independence_title;意大利独立战争;;;;;;;;;;;;;
war_italian_independence_desc;我国有使命打破奥地利对意大利的控制。不惜一切代价也要解放伦巴第。;;;;;;;;;;;;;
italian_call_to_union;统一意大利的号召;;;;;;;;;;;;;
italian_call_to_union_title;统一意大利的号召;;;;;;;;;;;;;
italian_call_to_union_desc;号召全意大利人民起来团结在一面共同的旗帜之下了的时机已经来临了。意大利必将复兴！;;;;;;;;;;;;;
we_are_italian_title;我们是意大利人！;;;;;;;;;;;;;
we_are_italian_desc;既然我们自由了，就该回归我们的意大利传统。我们一定要回归祖国！;;;;;;;;;;;;;
unite_with_tuscany_title;与托斯卡纳合并;;;;;;;;;;;;;
unite_with_tuscany_desc;为了意大利的重新统一，是时候让卢卡与南方的邻国托斯卡纳合并了。;;;;;;;;;;;;;
objects_to_italy;反对意大利统一;;;;;;;;;;;;;
treaty_of_ouchy_title;洛桑条约;;;;;;;;;;;;;
treaty_of_ouchy_desc;我们已经占领了的黎波里，可以迫使土耳其人来到谈判桌前为取回我们占领的他们的其他省份而交出利比亚的剩余部分了。;;;;;;;;;;;;;
statuto_albertino_title;阿尔伯特宪法;;;;;;;;;;;;;
statuto_albertino_desc;阿尔伯特宪法是萨丁尼亚-皮德蒙特国王查理·阿尔伯特于1848年3月4日通过的宪法，旨在应对国内盛行的革命风潮。就算在意大利统一后，这部宪法依旧是其司法系统的基础，它一直被意大利使用到1948年（尽管期间略有改动）。;;;;;;;;;;;;;
perfect_fusion_title;完美共融;;;;;;;;;;;;;
perfect_fusion_desc;完美共融法案（Fusione Perfetta）是1847年萨伏伊家族的查理·阿尔伯特国王推行的一份消除了萨丁尼亚与皮德蒙特之间不平等的法案。国王希望这份法案能够促进萨丁王国的经济发展并建立一个单一、集权的国家。;;;;;;;;;;;;;
become_savoy_title;成为萨伏伊公国;;;;;;;;;;;;;
become_savoy_desc;在失去萨丁尼亚以后，我国就无法再以萨丁尼亚-皮德蒙特王国自居了。我国必须再次成为萨伏伊公国。;;;;;;;;;;;;;
become_piedmont_title;成为萨丁尼亚-皮埃蒙特;;;;;;;;;;;;;
become_piedmont_desc;萨丁尼亚与皮埃蒙特必须再次统一！;;;;;;;;;;;;;
total_war_in_satsuma_title;清君侧！;;;;;;;;;;;;;
total_war_in_satsuma_desc;代表日本古老荣耀的萨摩武士们现在已经以清君侧之名起事。男儿立志出乡关，学不成名死不还。埋骨何须桑梓地，人生无处不青山！;;;;;;;;;;;;;
japanese_sakhalin_title;成立桦太厅;;;;;;;;;;;;;
japanese_sakhalin_desc;日本已经将萨哈林岛与千岛群岛悉数纳入囊中，我们必须让全世界明白这些岛屿是日本列岛不可分割的一部分，从今开始它们将以日本名字为世人所知。;;;;;;;;;;;;;
russian_sakhalin_title;成立萨哈林州;;;;;;;;;;;;;
russian_sakhalin_desc;我们已经赶走了日本人，重新收回了萨哈林，现在可以恢复这些地区的俄罗斯名字和行政区划了。;;;;;;;;;;;;;
putiatin_mission_title;派遣普佳京访问日本;;;;;;;;;;;;;
putiatin_mission_desc;日本列岛刚刚进入世界视野没多久。为了避免双方将来就千岛群岛的归属问题产生冲突，我们最好派遣一位外交官到日本与他们缔结正式外交关系并就边界问题达成一致。;;;;;;;;;;;;;
iwakura_mission_title;岩仓使节团;;;;;;;;;;;;;
iwakura_mission_desc;岩仓使节团是日本明治政府于$YEAR$派遣至美国及欧洲诸国考察的外交使团。它并不是日本打破闭关锁国状态后向西方派出的唯一一个这类“使团”，但却是其中最有名的一个，也是对日本现代化贡献最大的一个。这个使团最初在荷兰传教士奎多·沃贝克的影响下提出，很可能是以彼得大帝派往西欧的使团为蓝本的。使团的目标主要有两部分：为了修改江户时代后期与西方诸强签订的不平等条约（史称条约改正）而进行预备性的谈判，还有通过参考西方文明在教育、科技、文化、军事、社会、经济方面的先进经验来推动日本的现代化。;;;;;;;;;;;;;
meiji_constitution_title;明治宪法;;;;;;;;;;;;;
meiji_constitution_desc;在对西方民主政治进行了彻底的研究后，日本的学者们总结出“由天皇主持民选的帝国议会”的政府运作模式，这将能确保帝国力量，又可兼顾我们的传统。他们相信，这是让日本走向现代的最优道路。;;;;;;;;;;;;;
begin_line_of_advantage_title;利益线;;;;;;;;;;;;;
begin_line_of_advantage_desc;“利益线”的概念意味着倘若我们要确保我们的安全就得把日本的势力扩张至国境以外。这代表日本军人，乃至全体国民都必须学习西方式的征服与荣耀之道。;;;;;;;;;;;;;
refuse_line_of_advantage_title;进步之道;;;;;;;;;;;;;
refuse_line_of_advantage_desc;日本的安全必须依靠于科技进步以及改革的贡献，而不是军事力量与征服活动。我们必须迎头赶上西方列强，不然他们就会迅速毁灭我们。;;;;;;;;;;;;;
annex_korea_title;吞并朝鲜;;;;;;;;;;;;;
annex_korea_desc;维持一个独立的朝鲜太浪费了。假如我们要确保“利益线”，我们必须将我们的国界推进直至涵盖他们当前的活动范围。朝鲜必须被保护在帝国的羽翼之下，这既是为了他们的利益，也是为了我们的利益。;;;;;;;;;;;;;
claim_korea_title;宣称朝鲜主权;;;;;;;;;;;;;
claim_korea_desc;随着朝鲜陷入外国的统治，我们的国家也感受到威胁。“利益线”意味着要保护我们的边境就要将我们的影响力扩张至境外。所以，我们必须向朝鲜半岛进军，并从外国手中夺取朝鲜——当然了，是在“为朝鲜自由而战”的名义下。;;;;;;;;;;;;;
order_to_expel_barbarians_title;攘夷令;;;;;;;;;;;;;
order_to_expel_barbarians_desc;自平清盛开创武家时代以来，天皇就形同傀儡。在表面光鲜的大权下天皇却实际只能对征夷大将军卑躬屈膝。然而，近期将军的领导倍受质疑。将军对异国人处置的无力使天皇能够无视将军的许可擅自行动起来。我们应该以日本国万世一系之皇帝的名义号召臣民群起驱赶异国人，而不是寄希望于无能的将军的施舍。;;;;;;;;;;;;;
peace_with_the_emperor_title;与天皇和解;;;;;;;;;;;;;
peace_with_the_emperor_desc;自平清盛开创武家时代以来，天皇就只是象征而已。虽然如此，他仍是日本法理上的国家元首，他也会对我们统治日本的地位不时抱怨。这样的问题曾经使我们忙得焦头烂额，现在为了解决这一问题，我们或许可以建立表面上服从天皇实际上大权仍在握的新制度。鉴于天皇对我们的治国能力还算满意，我们应该可以彻底解决这一由来已久的矛盾冲突。;;;;;;;;;;;;;
unite_the_daimyos_title;废藩置县;;;;;;;;;;;;;
unite_the_daimyos_desc;随着我们对地方大名们完全的支配，我们将能把他们纳入到中央政府的控制之下。藩国体制所造成的分裂损害了我们的统一性，假如幕府要成为世界性的力量，那它必须变得强大而集权。;;;;;;;;;;;;;
treaty_of_shimonoseki_title;马关条约;;;;;;;;;;;;;
treaty_of_shimonoseki_desc;清国已经无力抵抗，我们已成为收获利益的一方，得到了台湾岛和赔款，而且还向全世界展示了我们的实力。;;;;;;;;;;;;;
anglo_japanese_alliance_title;日英同盟;;;;;;;;;;;;;
anglo_japanese_alliance_desc;因为我们在列强中面临着共同的敌人，也许我们最好应与英帝国携手合作。;;;;;;;;;;;;;
unite_with_japan_title;并入日本;;;;;;;;;;;;;
unite_with_japan_desc;与日本政府和解的时机到了，为了全日本的利益，我们要维护日本的统一。;;;;;;;;;;;;;
inherit_ryukyu_title;吞并琉球;;;;;;;;;;;;;
inherit_ryukyu_desc;琉球群岛一直与中日紧密相连。现在我们要更进一步地让它成为我国血脉相连的一部分。;;;;;;;;;;;;;
ryukyu_is_japanese_title;琉球属于日本;;;;;;;;;;;;;
ryukyu_is_japanese_desc;琉球群岛理应属于日本的一部分。我们一定要宣称它们的主权！;;;;;;;;;;;;;
commodore_perry_expedition_title;佩里将军的远征;;;;;;;;;;;;;
commodore_perry_expedition_desc;远东依旧是一块神秘之地，中国与日本的锁国政策使西方强权的影响难以触及。尽管庞大的中国应该是我们的主要目标，日本却仍是美国扩张影响的潜在对象。如果我们想被当做真正的列强，就必须考虑派一支部队前去日本洽谈贸易事宜，必要的话就用军事威胁。;;;;;;;;;;;;;
kanagawa_treaty_title;神奈川条约;;;;;;;;;;;;;
kanagawa_treaty_desc;通过政治施压，日本人不得不坐到谈判桌前。在神奈川，我们会精心拟定出一份条约，日本将会放开接受外国贸易与影响，而我们在其中的主导地位也将无可置疑。;;;;;;;;;;;;;
ansei_purge_title;安政大狱;;;;;;;;;;;;;
ansei_purge_desc;自从最近的将军继承危机以后，幕府中的反对派如雨后春笋般冒了出来。我们一定要想办法把这群人开除出权力中枢，无论是通过强迫还是其他方法，以免这群人再以天皇的名义搅局。;;;;;;;;;;;;;
